id,objectType,name,definition,component,domain,versionStatus,sourceVersion,sourceAuthority,sourceUrl,measureType,scaleDisplay,normalizedFormula,denominatorPopulation,displayDefinition
"","Data element","Number of sick SAM children referred to standalone/ integrated NRC from IPD/OPD of other Health Facility (PHC/CHC/SDH/DH/other NRC)","Monthly HMIS reporting element: Number of sick SAM children referred to standalone/ integrated NRC from IPD/OPD of other Health Facility (PHC/CHC/SDH/DH/other NRC).","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick SAM children referred to standalone/ integrated NRC from IPD/OPD of other Health Facility (PHC/CHC/SDH/DH/other NRC). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of sick SAM children treated and admitted in the pediatric facility (other than standalone/ integrated NRC)","Monthly HMIS reporting element: Number of sick SAM children treated and admitted in the pediatric facility (other than standalone/ integrated NRC).","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of sick SAM children treated and admitted in the pediatric facility (other than standalone/ integrated NRC). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of SNCU discharged babies screened in DEIC","Monthly HMIS reporting element: Number of SNCU discharged babies screened in DEIC.","Antenatal care and high-risk pregnancy","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of SNCU discharged babies screened in DEIC. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of students (6th -12th class) provided 4-5 IFA tablets in schools","Monthly HMIS reporting element: Number of students (6th -12th class) provided 4-5 IFA tablets in schools.","Anaemia and nutrition","Child, adolescent and nutrition services","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of students (6th -12th class) provided 4-5 IFA tablets in schools. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of students (6th -12th class) provided albendazole in schools","Monthly HMIS reporting element: Number of students (6th -12th class) provided albendazole in schools.","Anaemia and nutrition","Child, adolescent and nutrition services","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of students (6th -12th class) provided albendazole in schools. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of total admissions in Special Newborn Care Unit (SNCU Admissions)","Monthly HMIS reporting element: Number of total admissions in Special Newborn Care Unit (SNCU Admissions).","Newborn and pregnancy outcomes","Maternal, newborn and reproductive health","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of total admissions in Special Newborn Care Unit (SNCU Admissions). Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of Total Left Against Medical Advice (LAMA) cases reported at the facility","Monthly HMIS reporting element: Number of Total Left Against Medical Advice (LAMA) cases reported at the facility.","Tuberculosis services","Communicable diseases","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of Total Left Against Medical Advice (LAMA) cases reported at the facility. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of visit made by the service engineer/ BME for the month","Monthly HMIS reporting element: Number of visit made by the service engineer/ BME for the month.","Medicines, supplies and equipment","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of visit made by the service engineer/ BME for the month. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of visits for home care/ end of life care provided by AAM-PHC team","Monthly HMIS reporting element: Number of visits for home care/ end of life care provided by AAM-PHC team.","Patient services and utilization","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of visits for home care/ end of life care provided by AAM-PHC team. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of weekly geriatric clinics organized during the month","Monthly HMIS reporting element: Number of weekly geriatric clinics organized during the month.","Elderly and palliative care","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of weekly geriatric clinics organized during the month. Denominator population: Not supplied in registry metadata; consult the authoritative source."
"","Data element","Number of weekly palliative care OPD conducted at AAM-PHC","Monthly HMIS reporting element: Number of weekly palliative care OPD conducted at AAM-PHC.","Elderly and palliative care","Health services and systems","Current public form candidate","Revised HMIS formats effective April 2025","Official NHM state-hosted copy","https://nhm.hp.gov.in/reporting-formats","","Not specified","","Not supplied in registry metadata; consult the authoritative source","Monthly HMIS reporting element: Number of weekly palliative care OPD conducted at AAM-PHC. Denominator population: Not supplied in registry metadata; consult the authoritative source."
